source	time	person	location	organization	miscellaneous
	2020-03-06 00:00:00		compania|		tristeza 
	2020-03-06 00:00:00	susaludperu deltamdelta rosanacuevam verolinaresc vertizpamela carla muschi|			alegria 
	2020-03-06 00:00:00	fujimori|essalud minsa vizcarrapic twitter com|		especialpbo yahudesimons|	ira 
	2020-03-06 00:00:00	peru|	conozca|cuenca|ecuador|		ira  
	2020-03-06 00:00:00	martinvizcarrac|	europa|		tristeza  
	2020-03-06 00:00:00	coronavirus peru|			tristeza   
	2020-03-06 00:00:00	peru|	ee uu pic twitter com jiw6h3adcq|		tristeza
	2020-03-06 00:00:00	presidente vizcarramartin|minsa peru eldengue|			tristeza 
	2020-03-06 00:00:00		podcast|		ira   
	2020-03-06 00:00:00	twitter com hjemzfk8v4|			miedo  
	2020-03-06 00:00:00		dengue|		miedo   
	2020-03-06 00:00:00			oms|	miedo
	2020-03-06 00:00:00		jajaja|		alegria  
	2020-03-06 00:00:00		de colombia|		tristeza  
	2020-03-06 00:00:00		peru pic twitter|		miedo 
	2020-03-06 00:00:00	peru first|			miedo  
	2020-03-06 00:00:00	coronavirus peru|			tristeza   
	2020-03-06 00:00:00	wuhan china pic twitter com|			tristeza
	2020-03-06 00:00:00	minsa peru|	lima|		alegria   
	2020-03-06 00:00:00	peru|	republica dominicana|	argentina chile|	tristeza 
	2020-03-06 00:00:00	peru latam|			tristeza  
	2020-03-06 00:00:00			bbc news|	tristeza   
	2020-03-06 00:00:00	latam|		latam airlines peru|	ira
	2020-03-06 00:00:00	minsa peru|essaludperu|	seria|		tristeza
	2020-03-06 00:00:00	peru latam|portador de covid|		latam airlines peru|	ira 
	2020-03-06 00:00:00		peru pic twitter|		tristeza 
	2020-03-06 00:00:00	peru|			tristeza  
	2020-03-06 00:00:00	tienes miedo|			alegría
	2020-03-06 00:00:00		francia|republica checa pic twitter com peimcqbxkl|		ira  
	2020-03-06 00:00:00	tacna juan canepa|	tacna|		ira   
	2020-03-06 00:00:00	elcomercio peru|			miedo   
	2020-03-06 00:00:00			internacional peru|	tristeza   
	2020-03-06 00:00:00	peru|			tristeza
	2020-03-06 00:00:00	martin vizcarra confirmo|	europa|francia|republica checa|		ira
	2020-03-06 00:00:00	martin vizcarra confirmo|	francia|republica checa pic twitter com|		tristeza 
	2020-03-06 00:00:00	peru|			miedo
	2020-03-06 00:00:00	europapic twitter com eu3nj2nl2|		internacional peru confirmo|	ira 
	2020-03-06 00:00:00	hipolito unanue villa|			miedo 
	2020-03-06 00:00:00			exportacion|	tristeza  
	2020-03-06 00:00:00	san borja|actuo|record pic twitter com|	peru linea|lima|		miedo  
	2020-03-06 00:00:00	peru|			tristeza   
	2020-03-06 00:00:00	tomasgalvez|galvez pablosanchez|pbo butters|			tristeza
	2020-03-06 00:00:00	peru|			tristeza 
	2020-03-06 00:00:00		colombia|peru|		miedo   
	2020-03-06 00:00:00	peru|			tristeza  
	2020-03-06 00:00:00		colombia|		tristeza   
	2020-03-06 00:00:00		europa|	latam airlines peru|compania tvv tvvnoticiaspic twitter|	miedo
	2020-03-06 00:00:00		europa|	latam airlines peru|	tristeza
	2020-03-06 00:00:00		peru confirmo|		tristeza 
	2020-03-06 00:00:00			ministerio de salud de colombia|	tristeza  
	2020-03-06 00:00:00	nice thought nevertheless pic twitter com|			miedo 
	2020-03-06 00:00:00		peru pic twitter|zs7g0l7zlc|		tristeza   
	2020-03-06 00:00:00	peru|	colombia|		miedo  
	2020-03-06 00:00:00	peru|	colombia|		miedo   
	2020-03-06 00:00:00	peru|	colombia|	bbc news mundo|	miedo
	2020-03-06 00:00:00		sudamerica|brasil|chile colombia|argentina argentina|bolivia|		ira  
	2020-03-06 00:00:00		de colombia|		ira   
	2020-03-06 00:00:00		peru|colombia|america pic twitter com fgqjjnvqqo|		miedo 
	2020-03-06 00:00:00	martin vizcarra confirmo|	europa|		ira
	2020-03-06 00:00:00	pbo butters|	peru lima|		tristeza
	2020-03-06 00:00:00		provenia|francia|republica checa|		ira 
	2020-03-06 00:00:00	peru|	colombia|venezuela|		alegria 
	2020-03-06 00:00:00		colombia|		tristeza 
	2020-03-06 00:00:00		america|brasil|chile|argentina|republica dominicana|colombia|		alegria  
	2020-03-06 00:00:00		brasil|argentina|republica dominicana|colombia|		miedo  
	2020-03-06 00:00:00			elaboracion|	tristeza  
	2020-03-06 00:00:00		brasil|peru republica dominicana chile|ecuador|colombia|		miedo   
	2020-03-06 00:00:00		costa rica colombia|peru|		miedo
	2020-03-06 00:00:00		eeuu|brasil|republica dominicana|colombia|	argentina chile|	tristeza   
	2020-03-06 00:00:00		costa rica colombia|peru|		miedo 
	2020-03-06 00:00:00		costa rica colombia|peru|	bbc|	miedo  
	2020-03-06 00:00:00		costa rica colombia|peru|	bbc|	miedo   
	2020-03-06 00:00:00		costa rica colombia|peru|		miedo
	2020-03-06 00:00:00		costa rica colombia|peru|	bbc|	tristeza
	2020-03-06 00:00:00		costa rica colombia|peru|		ira  
	2020-03-06 00:00:00	butters|			tristeza 
	2020-03-06 00:00:00		costa rica colombia|peru|	bbc|	miedo 
	2020-03-06 00:00:00	josepanama86 minsapma|	costa rica colombia|peru|costa rica|	bbc|	tristeza  
	2020-03-06 00:00:00		costa rica colombia|peru|		miedo  
	2020-03-06 00:00:00		costa rica colombia|peru|		miedo   
	2020-03-06 00:00:00	peru|			ira   
	2020-03-06 00:00:00		costa rica colombia|peru|		miedo
	2020-03-06 00:00:00		costa rica colombia|peru|	bbc news|	miedo 
	2020-03-06 00:00:00			contagio internacional peru|	alegria   
	2020-03-06 00:00:00	peru martin vizcarra confirmo|	francia|republica checa|		tristeza   
	2020-03-06 00:00:00		costa rica colombia|peru|	bbc|	miedo  
	2020-03-06 00:00:00		america|brasil|chile|argentina|republica dominicana|italia|		ira
	2020-03-06 00:00:00		vaticano|costa rica|colombia|		miedo   
	2020-03-06 00:00:00	peru|	colombia|	bbc news|	miedo
