source	time	person	location	organization	miscellaneous
	2020-07-01 00:00:00	odebrecht grana cero|			ira  
	2020-07-01 00:00:00	peru|	brasil|		tristeza 
	2020-07-01 00:00:00	clinica san pablo|	propongo|clinica san pablo|		tristeza  
	2020-07-01 00:00:00		peru|		ira   
	2020-07-01 00:00:00		peru|		ira
	2020-07-01 00:00:00	aguilanoticias peru|	america|		miedo 
	2020-07-01 00:00:00		zulema tomas|	instituto nacional de salud del nino|	tristeza   
	2020-07-01 00:00:00	minsa peru dia108|			alegria 
	2020-07-01 00:00:00	primeromisalud|			miedo  
	2020-07-01 00:00:00	mtpe peru|			alegria  
	2020-07-01 00:00:00	peru|			tristeza
	2020-07-01 00:00:00	peru|			tristeza 
	2020-07-01 00:00:00	peru|			tristeza  
	2020-07-01 00:00:00	peru|			tristeza   
	2020-07-01 00:00:00	peru|			tristeza
	2020-07-01 00:00:00	ventilacion mecanica pic twitter com 6qvdzv6n5e|			miedo   
	2020-07-01 00:00:00	emergenciaindigena sosamazonia|gtanw|goreloretoof goreamazonas q|			tristeza 
	2020-07-01 00:00:00		nuest|		tristeza  
	2020-07-01 00:00:00		cajamarca|hospital simon bolivar|	brinde informacion oportuna|	miedo
	2020-07-01 00:00:00		chile brasil|argentina|		miedo 
	2020-07-01 00:00:00	essaludperu minsa peru|		continuacion|investigacion|	tristeza   
	2020-07-01 00:00:00	roba peru clinicas|		emancipacion|	tristeza
	2020-07-01 00:00:00	ivss|	lima|		tristeza 
	2020-07-01 00:00:00	corona pandemie statistik|			miedo  
	2020-07-01 00:00:00	americatv peru|delbarriopro saquen|			tristeza  
	2020-07-01 00:00:00	premierxespn|			miedo   
	2020-07-01 00:00:00			covid 19 situacion camas uci peru|	tristeza   
	2020-07-01 00:00:00			onu|	miedo
	2020-07-01 00:00:00	peru|			ira 
	2020-07-01 00:00:00		peru|colombia|		miedo 
	2020-07-01 00:00:00		us|india|chile|		miedo  
	2020-07-01 00:00:00	essaludperu minsa peru|		continuacion|investigacion|	tristeza
	2020-07-01 00:00:00	respira peru|			tristeza 
	2020-07-01 00:00:00	carlos zamalloa|		pcm|pdte|	tristeza  
	2020-07-01 00:00:00		argentina|	networking internacional gracias gracias gracias empoderate|	tristeza   
	2020-07-01 00:00:00	martin|			tristeza
	2020-07-01 00:00:00		brasil|rusia|india|chile|italia|		ira  
	2020-07-01 00:00:00		cementerio general|	huancayo sociedad de beneficencia|	alegria   
	2020-07-01 00:00:00	9 i|			miedo   
	2020-07-01 00:00:00		brasil|reino unido|italia|francia|india|		ira   
	2020-07-01 00:00:00	victor garcia|			miedo
	2020-07-01 00:00:00			actualizacion pic twitter com vsr0spcz3o|	miedo 
	2020-07-01 00:00:00	pymes peru|alejandro sanchez pachas zerga medico geriatra|	gerontologia del peru|		tristeza 
	2020-07-01 00:00:00		sept|		ira
	2020-07-01 00:00:00	veronica tello|			tristeza  
	2020-07-01 00:00:00	cancilleriaperu|	tumbes|ecuador|		tristeza   
	2020-07-01 00:00:00		venezuela|		alegría
	2020-07-01 00:00:00		bolivia|paraguay|uruguay|venezuela|		ira 
	2020-07-01 00:00:00		desvastador|		miedo  
