source	time	person	location	organization	miscellaneous
	2020-05-01 00:00:00		peru escuchenlo aca|chile|		alegria   
	2020-05-01 00:00:00	eduardo carrasco flores dni|san gabriel|minsa peru|	buenos aires|		alegría
	2020-05-01 00:00:00	noticias peru|			alegria 
	2020-05-01 00:00:00		alta peru actualizacion|		alegria  
	2020-05-01 00:00:00		colegio de arquitectos del peru cap|presentacion|		alegria   
	2020-05-01 00:00:00	keiko sera|	peru carajoo|		ira 
	2020-05-01 00:00:00	peru flag with|			alegría
	2020-05-01 00:00:00		brasil|chile|		alegria 
	2020-05-01 00:00:00		peru cusco|		miedo 
	2020-05-01 00:00:00	peru|			miedo  
	2020-05-01 00:00:00		retiro|		alegria  
	2020-05-01 00:00:00		america|		tristeza   
	2020-05-01 00:00:00	mef peru|merinodelama pcmperu|	peru mininterperu|		alegria   
	2020-05-01 00:00:00	mitomana keikofujimori|fujimori|		senorak|	tristeza
	2020-05-01 00:00:00		retiro|		miedo   
	2020-05-01 00:00:00	jobino arevalo puerta graben|			tristeza 
	2020-05-01 00:00:00		brasil|chile|colombia|argentina|cuba|		ira  
	2020-05-01 00:00:00		peru quedaria libre del covid 19|	universidad de singapur|	ira   
	2020-05-01 00:00:00	hola carlos|		clo2|	alegría
	2020-05-01 00:00:00	martinvizcarrac pcmperu|peru mimpperu minjusdh peru|arzlima essaludperu fiscaliaperu|peru pic twitter com|			miedo
	2020-05-01 00:00:00	elcomercio peru|			alegria 
	2020-05-01 00:00:00			proteccion|	tristeza  
	2020-05-01 00:00:00		loreto|lambayeque|		tristeza   
	2020-05-01 00:00:00	edgar augusto tandaypan|minjusdh peru inpegob|		cachiche|	miedo 
	2020-05-01 00:00:00		china|	oms|	ira
	2020-05-01 00:00:00		brasil|peru aparecem|brasil|		miedo  
	2020-05-01 00:00:00	mamita|mia|virgencitsdechapi 1mayo arequipapic twitter|			alegria  
	2020-05-01 00:00:00		peru chile|		ira 
	2020-05-01 00:00:00	pais peru|			alegria   
	2020-05-01 00:00:00		venezuela|		tristeza
	2020-05-01 00:00:00	empezo|	china|	informacion|	ira  
	2020-05-01 00:00:00	ipaeperu|ariela luna patricia garcia veronica silva|			alegría
	2020-05-01 00:00:00	volta non|		forza per|	miedo   
	2020-05-01 00:00:00	dtinforma|	rusia|brasil|ecuador|colombia|		alegria 
	2020-05-01 00:00:00	malaria peru|			tristeza 
	2020-05-01 00:00:00	alexandra ames|karla gavino pic twitter com|			alegria  
	2020-05-01 00:00:00		chile|corazon|		tristeza  
	2020-05-01 00:00:00		chile|corazon|		miedo
	2020-05-01 00:00:00		venezuela|		ira   
	2020-05-01 00:00:00		peru cgtp pic twitter|		alegria   
	2020-05-01 00:00:00	loultimo i|			tristeza   
	2020-05-01 00:00:00		peru preguntenmanana|		alegría
	2020-05-01 00:00:00	julianaoxenford rppnoticias|			alegria 
	2020-05-01 00:00:00			america tu ganaste|	miedo 
	2020-05-01 00:00:00		peru covid|		alegria  
	2020-05-01 00:00:00	peru|			miedo  
	2020-05-01 00:00:00		peru pic|		miedo   
	2020-05-01 00:00:00	minsa peru|			ira
	2020-05-01 00:00:00	jueves|			tristeza
	2020-05-01 00:00:00		trujillo peru|		ira 
	2020-05-01 00:00:00		peru subio|		alegria   
	2020-05-01 00:00:00	supporting peru|			alegría
	2020-05-01 00:00:00		twitter com obw3zcoc2i|		miedo
	2020-05-01 00:00:00		uci|		alegria 
	2020-05-01 00:00:00		peru salud|		tristeza 
	2020-05-01 00:00:00		dia|la meseta|		miedo 
	2020-05-01 00:00:00	peru|			alegria  
	2020-05-01 00:00:00	apoye|cruz|			miedo  
	2020-05-01 00:00:00	loultimo i|			miedo   
	2020-05-01 00:00:00	governor cuomo may 1 2020|			alegria   
	2020-05-01 00:00:00		china|	nbc news|	alegría
	2020-05-01 00:00:00	martin vizcarra|peru pic twitter com|			miedo
	2020-05-01 00:00:00			actualizacion minsa peru|	alegria 
	2020-05-01 00:00:00	minsa peru|			alegria  
	2020-05-01 00:00:00		bocon|		alegria   
	2020-05-01 00:00:00	jose domingo perez coincidencia|			tristeza  
	2020-05-01 00:00:00	mtpe peru|		union nacional|	tristeza   
	2020-05-01 00:00:00	essalud peru|			tristeza
	2020-05-01 00:00:00			cifras nacionales peru|	alegría
	2020-05-01 00:00:00		la tierra|cut brasil|		ira  
	2020-05-01 00:00:00	minsa peru|			ira   
	2020-05-01 00:00:00	peru|			tristeza 
	2020-05-01 00:00:00	peru|			ira
	2020-05-01 00:00:00		peru pic|		miedo 
	2020-05-01 00:00:00		peru covid|		ira 
	2020-05-01 00:00:00		peru ojala|		alegria 
	2020-05-01 00:00:00	mijo sientate|			ira  
	2020-05-01 00:00:00		america|america|brasil|ecuador|mexico pic twitter|		miedo  
	2020-05-01 00:00:00		arequipa|		tristeza  
	2020-05-01 00:00:00		peru cifras|		miedo   
	2020-05-01 00:00:00	peru pic twitter com|			miedo
	2020-05-01 00:00:00	assemblyman billy jones may 1|			alegria  
	2020-05-01 00:00:00		reformaintegrallaboral|		alegria   
	2020-05-01 00:00:00	martin|1mayo|			tristeza   
	2020-05-01 00:00:00	peru|			alegría
	2020-05-01 00:00:00	peru victor zamora|abrimos hilo pic twitter com|			ira   
	2020-05-01 00:00:00		twitter com|		tristeza
	2020-05-01 00:00:00		poblacion|		alegria 
	2020-05-01 00:00:00		italia|alemania|		miedo 
	2020-05-01 00:00:00		peru cifras|		miedo  
	2020-05-01 00:00:00		reformaintegrallaboral|		alegria  
	2020-05-01 00:00:00		paises bajos|uci 7|		alegria   
	2020-05-01 00:00:00	peru pais|	sudamerica|region argentina|		alegría
	2020-05-01 00:00:00		peru pic|		alegria 
